,Symbol,PAM_freq,MutSig2CV_qvalue,Fusion_freq,CNA_freq,CNA_locus,CNA_type,GISTIC_residual_q_value,Act_freq,LoF_freq,OM_type_selected,OM_empirical_p_value,OM_empirical_q_value,Genes_in_locus,Final_mutation_type,Final_freq,Delta_over_PAM,Pathway_Length,Pathway_Name,Somatically_Mutated_Genes,Amplified_Genes,Deleted_Genes,ME_pvalues
171422,CRPP1,0.0,,,,,,,,,,,,,,,,1,,,,,
171423,PDIA3P1,0.0,,,,,,,,,,,,,,,,1,,,,,
171424,SPA17P1,0.0,,,,,,,,,,,,,,,,1,,,,,
171425,CLYBL,0.010526315789473684,1.0,0.002631578947368421,,,,,,,,,,,,,,1,,,,,
171427,CYP2F2P,0.0,,,,,,,,,,,,,,,,1,,,,,
8027,STAM,0.010526315789473684,1.0,0.002631578947368421,,,,,,,,,,,,,,1,,,,,
171472,SRSF10P2,0.0,,,,,,,,,,,,,,,,1,,,,,
171482,FAM9A,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
171483,FAM9B,0.002631578947368421,1.0,,,,,,,,,,,,,,,1,,,,,
171484,FAM9C,0.002631578947368421,1.0,,,,,,,,,,,,,,,1,,,,,
346708,OR7E8P,0.0,,,,,,,,,,,,,,,,1,,,,,
171523,CYP2T1P,0.0,,,,,,,,,,,,,,,,1,,,,,
346711,MRPL49P2,0.0,,,,,,,,,,,,,,,,1,,,,,
107126282,SEPT14P15,0.0,,,,,,,,,,,,,,,,1,,,,,
107126283,SEPT14P16,0.0,,,,,,,,,,,,,,,,1,,,,,
107126284,SEPT14P18,0.0,,,,,,,,,,,,,,,,1,,,,,
107126285,SEPT14P20,0.0,,,,,,,,,,,,,,,,1,,,,,
101752334,PVRIG2P,0.0,,,,,,,,,,,,,,,,1,,,,,
107126287,BCRP9,0.0,,,,,,,,,,,,,,,,1,,,,,
107126286,SEPT14P22,0.0,,,,,,,,,,,,,,,,1,,,,,
107126289,SLC25A39P2,0.0,,,,,,,,,,,,,,,,1,,,,,
107126290,SEPT14P23,0.0,,,,,,,,,,,,,,,,1,,,,,
107126294,CYP4F60P,0.0,,,,,,,,,,,,,,,,1,,,,,
171546,SPTSSA,0.002631578947368421,,,,,,,,,,,,,,,,1,,,,,
171558,PTCRA,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
171559,HMGA1P2,0.0,,,,,,,,,,,,,,,,1,,,,,
171560,TXNP6,0.0,,,,,,,,,,,,,,,,1,,,,,
171568,POLR3H,0.005263157894736842,1.0,0.0,,,,,,,,,,,,,,1,,,,,
171586,ABHD3,0.010526315789473684,1.0,0.0,,,,,,,,,,,,,,1,,,,,
101752399,STAG3L5P-PVRIG2P-PILRB,0.0,,,,,,,,,,,,,,,,1,,,,,
101752400,CAPN10-AS1,0.0,,,,,,,,,,,,,,,,1,,,,,
107126360,AOX3P,0.0,,,,,,,,,,,,,,,,1,,,,,
107126362,MTCO2P28,0.0,,,,,,,,,,,,,,,,1,,,,,
106480862,RN7SKP95,0.0,,,,,,,,,,,,,,,,1,,,,,
100310756,LOC100310756,0.0,,,,,,,,,,,,,,,,1,,,,,
103456507,LINC01442,0.0,,,,,,,,,,,,,,,,1,,,,,
100310782,LOC100310782,0.0,,,,,,,,,,,,,,,,1,,,,,
100310812,SPDYE2B,0.0,,,,,,,,,,,,,,,,1,,,,,
100310835,LOC100310835,0.0,,,,,,,,,,,,,,,,1,,,,,
100310838,VDAC1P3,0.0,,,,,,,,,,,,,,,,1,,,,,
100310839,VDAC1P7,0.0,,,,,,,,,,,,,,,,1,,,,,
100310840,VDAC1P8,0.0,,,,,,,,,,,,,,,,1,,,,,
100310841,VDAC1P11,0.0,,,,,,,,,,,,,,,,1,,,,,
100310846,ANKRD61,0.0,,,,,,,,,,,,,,,,1,,,,,
109616958,SNORA50D,0.0,,,,,,,,,,,,,,,,1,,,,,
109616960,SNORA10B,0.0,,,,,,,,,,,,,,,,1,,,,,
109616961,SNORA11G,0.0,,,,,,,,,,,,,,,,1,,,,,
109616962,SNORA15B-1,0.0,,,,,,,,,,,,,,,,1,,,,,
109616963,SNORA20B,0.0,,,,,,,,,,,,,,,,1,,,,,
109616964,SNORA22B,0.0,,,,,,,,,,,,,,,,1,,,,,
109616965,SNORA22C,0.0,,,,,,,,,,,,,,,,1,,,,,
109616966,SNORA31B,0.0,,,,,,,,,,,,,,,,1,,,,,
106480902,RN7SKP224,0.0,,,,,,,,,,,,,,,,1,,,,,
109616967,SNORA40B,0.0,,,,,,,,,,,,,,,,1,,,,,
109616968,SNORA40C,0.0,,,,,,,,,,,,,,,,1,,,,,
109616969,SNORA48B,0.0,,,,,,,,,,,,,,,,1,,,,,
109616970,SNORA63C,0.0,,,,,,,,,,,,,,,,1,,,,,
106480903,RN7SKP226,0.0,,,,,,,,,,,,,,,,1,,,,,
109616971,SNORA63D,0.0,,,,,,,,,,,,,,,,1,,,,,
109616972,SNORA68B,0.0,,,,,,,,,,,,,,,,1,,,,,
109616973,SNORA70J,0.0,,,,,,,,,,,,,,,,1,,,,,
109616974,SNORA74C-1,0.0,,,,,,,,,,,,,,,,1,,,,,
109616975,SNORA74D,0.0,,,,,,,,,,,,,,,,1,,,,,
109616976,SNORA79B,0.0,,,,,,,,,,,,,,,,1,,,,,
109616977,SNORA9B,0.0,,,,,,,,,,,,,,,,1,,,,,
109616978,SNORD31B,0.0,,,,,,,,,,,,,,,,1,,,,,
100310869,IGKV2OR2-7D,0.0,,,,,,,,,,,,,,,,1,,,,,
106480905,RN7SKP232,0.0,,,,,,,,,,,,,,,,1,,,,,
109616979,SNORD38D,0.0,,,,,,,,,,,,,,,,1,,,,,
109616983,SNORD3F,0.0,,,,,,,,,,,,,,,,1,,,,,
109616984,SNORD3G,0.0,,,,,,,,,,,,,,,,1,,,,,
109616986,SNORD13F,0.0,,,,,,,,,,,,,,,,1,,,,,
106480906,RN7SKP236,0.0,,,,,,,,,,,,,,,,1,,,,,
109616987,SNORD13G,0.0,,,,,,,,,,,,,,,,1,,,,,
109616989,SNORD13C,0.0,,,,,,,,,,,,,,,,1,,,,,
109616990,SNORD13D,0.0,,,,,,,,,,,,,,,,1,,,,,
109616988,SNORD13I,0.0,,,,,,,,,,,,,,,,1,,,,,
106480907,RN7SKP239,0.0,,,,,,,,,,,,,,,,1,,,,,
109616992,SNORA30B,0.0,,,,,,,,,,,,,,,,1,,,,,
109616993,SNORA70H,0.0,,,,,,,,,,,,,,,,1,,,,,
109616994,SNORA75B,0.0,,,,,,,,,,,,,,,,1,,,,,
109616991,SNORD19C,0.0,,,,,,,,,,,,,,,,1,,,,,
106480908,RN7SKP242,0.0,,,,,,,,,,,,,,,,1,,,,,
109616997,SNORA3C,0.0,,,,,,,,,,,,,,,,1,,,,,
109616998,SNORA50B,0.0,,,,,,,,,,,,,,,,1,,,,,
109617000,SNORA11F,0.0,,,,,,,,,,,,,,,,1,,,,,
109617001,SNORA1B,0.0,,,,,,,,,,,,,,,,1,,,,,
106480909,RN7SKP245,0.0,,,,,,,,,,,,,,,,1,,,,,
109617002,SNORA21B,0.0,,,,,,,,,,,,,,,,1,,,,,
109617003,SNORA24B,0.0,,,,,,,,,,,,,,,,1,,,,,
109617004,SNORA35B,0.0,,,,,,,,,,,,,,,,1,,,,,
109617005,SNORA41B,0.0,,,,,,,,,,,,,,,,1,,,,,
106480910,RN7SKP249,0.0,,,,,,,,,,,,,,,,1,,,,,
109617006,SNORA63B,0.0,,,,,,,,,,,,,,,,1,,,,,
109617007,SNORA63E,0.0,,,,,,,,,,,,,,,,1,,,,,
109617008,SNORA70I,0.0,,,,,,,,,,,,,,,,1,,,,,
109617009,SNORA74C-2,0.0,,,,,,,,,,,,,,,,1,,,,,
106480911,RN7SKP256,0.0,,,,,,,,,,,,,,,,1,,,,,
109617010,SNORA77B,0.0,,,,,,,,,,,,,,,,1,,,,,
109617011,SNORD28B,0.0,,,,,,,,,,,,,,,,1,,,,,
109617015,SNORD3E,0.0,,,,,,,,,,,,,,,,1,,,,,
109617016,SNORD3H,0.0,,,,,,,,,,,,,,,,1,,,,,
109617017,SNORD3K,0.0,,,,,,,,,,,,,,,,1,,,,,
109617018,SNORD13H,0.0,,,,,,,,,,,,,,,,1,,,,,
109617019,SNORD13B-1,0.0,,,,,,,,,,,,,,,,1,,,,,
109617020,SNORD13E,0.0,,,,,,,,,,,,,,,,1,,,,,
109617021,SNORD13B-2,0.0,,,,,,,,,,,,,,,,1,,,,,
106480913,RN7SKP263,0.0,,,,,,,,,,,,,,,,1,,,,,
109617022,SNORA15B-2,0.0,,,,,,,,,,,,,,,,1,,,,,
109617023,SNORA58B,0.0,,,,,,,,,,,,,,,,1,,,,,
109617025,SNORD13J,0.0,,,,,,,,,,,,,,,,1,,,,,
109617024,SNORD38C,0.0,,,,,,,,,,,,,,,,1,,,,,
106480915,RN7SKP269,0.0,,,,,,,,,,,,,,,,1,,,,,
106480916,RN7SKP271,0.0,,,,,,,,,,,,,,,,1,,,,,
106480917,RN7SKP275,0.0,,,,,,,,,,,,,,,,1,,,,,
106480920,RN7SKP285,0.0,,,,,,,,,,,,,,,,1,,,,,
106480921,RN7SKP287,0.0,,,,,,,,,,,,,,,,1,,,,,
106480922,RN7SKP291,0.0,,,,,,,,,,,,,,,,1,,,,,
106480923,RN7SKP293,0.0,,,,,,,,,,,,,,,,1,,,,,
106480925,RN7SKP299,0.0,,,,,,,,,,,,,,,,1,,,,,
106480939,RN7SL63P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480940,RN7SL69P,0.0,,,,,,,,,,,,,,,,1,,,,,
100048903,MCCD1P1,0.0,,,,,,,,,,,,,,,,1,,,,,
100048904,DDX39BP1,0.0,,,,,,,,,,,,,,,,1,,,,,
106480941,RN7SL72P,0.0,,,,,,,,,,,,,,,,1,,,,,
100048907,ZDHHC20P1,0.0,,,,,,,,,,,,,,,,1,,,,,
100048909,TMEM183AP1,0.0,,,,,,,,,,,,,,,,1,,,,,
100048908,ZDHHC20P2,0.0,,,,,,,,,,,,,,,,1,,,,,
100048912,CDKN2B-AS1,0.0,,,,,,,,,,,,,,,,1,,,,,
106480942,RN7SL74P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480943,RN7SL79P,0.0,,,,,,,,,,,,,,,,1,,,,,
100048922,RPL35AP4,0.0,,,,,,,,,,,,,,,,1,,,,,
100048923,DDX39BP2,0.0,,,,,,,,,,,,,,,,1,,,,,
100048924,MCCD1P2,0.0,,,,,,,,,,,,,,,,1,,,,,
106480945,RN7SL88P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480946,RN7SL91P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480947,RN7SL93P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480961,RN7SL149P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480962,RN7SL152P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480963,RN7SL156P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480964,RN7SL160P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480965,RN7SL164P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480967,RN7SL172P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480968,RN7SL176P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480969,RN7SL177P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480970,RN7SL180P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480972,RN7SL186P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480973,RN7SL189P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480974,RN7SL192P,0.0,,,,,,,,,,,,,,,,1,,,,,
100049076,GUSBP9,0.0,,,,,,,,,,,,,,,,1,,,,,
106480975,RN7SL197P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480976,RN7SL200P,0.0,,,,,,,,,,,,,,,,1,,,,,
106480978,RN7SL208P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481014,RN7SL333P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481036,RN7SL414P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481040,RN7SL430P,0.0,,,,,,,,,,,,,,,,1,,,,,
112476,PRRT2,0.013157894736842105,1.0,,,,,,,,,,,,,,,1,,,,,
106481069,RN7SL541P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481070,RN7SL544P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481071,RN7SL549P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481072,RN7SL552P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481073,RN7SL556P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481074,RN7SL558P,0.0,,,,,,,,,,,,,,,,1,,,,,
112483,SAT2,0.007894736842105263,1.0,,,,,,,,,,,,,,,1,,,,,
106481075,RN7SL561P,0.0,,,,,,,,,,,,,,,,1,,,,,
100049587,SIGLEC14,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
106481077,RN7SL569P,0.0,,,,,,,,,,,,,,,,1,,,,,
346950,RPL37P6,0.0,,,,,,,,,,,,,,,,1,,,,,
106481081,RN7SL580P,0.0,,,,,,,,,,,,,,,,1,,,,,
100049613,TRK-TTT3-4,0.0,,,,,,,,,,,,,,,,1,,,,,
100049614,TRV-CAC1-5,0.0,,,,,,,,,,,,,,,,1,,,,,
106481083,RN7SL586P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481084,RN7SL591P,0.0,,,,,,,,,,,,,,,,1,,,,,
106865372,RNU6-146P,0.0,,,,,,,,,,,,,,,,1,,,,,
106865373,WRB-SH3BGR,0.0,,,,,,,,,,,,,,,,1,,,,,
106865374,RNU6-468P,0.0,,,,,,,,,,,,,,,,1,,,,,
106865375,RNA5SP334,0.0,,,,,,,,,,,,,,,,1,,,,,
79809,TTC21B,0.015789473684210527,1.0,0.0,,,,,,,,,,,,,,1,,,,,
106481089,RN7SL614P,0.0,,,,,,,,,,,,,,,,1,,,,,
79810,PTCD2,0.007894736842105263,1.0,0.0,,,,,,,,,,,,,,1,,,,,
106481091,RN7SL619P,0.0,,,,,,,,,,,,,,,,1,,,,,
8295,TRRAP,0.07894736842105263,0.942755,0.0,,,,,0.09210526315789473,0.07894736842105263,,,,,,,,1,,,,,
106481095,RN7SL632P,0.0,,,,,,,,,,,,,,,,1,,,,,
79811,SLTM,0.021052631578947368,1.0,0.002631578947368421,,,,,,,,,,,,,,1,,,,,
791227,TRN-GTT6-1,0.0,,,,,,,,,,,,,,,,1,,,,,
79812,MMRN2,0.002631578947368421,1.0,0.0,,,,,,,,,,,,,,1,,,,,
100049716,LOC100049716,0.0,,,,,,,,,,,,,,,,1,,,,,
100049717,JKAMPP1,0.0,,,,,,,,,,,,,,,,1,,,,,
100967223,LOC100967223,0.0,,,,,,,,,,,,,,,,1,,,,,
100967224,LOC100967224,0.0,,,,,,,,,,,,,,,,1,,,,,
106481105,RN7SL670P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481107,RN7SL675P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481110,RN7SL687P,0.0,,,,,,,,,,,,,,,,1,,,,,
79815,NIPAL2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
79816,TLE6,0.002631578947368421,1.0,0.0,,,,,,,,,,,,,,1,,,,,
8329,HIST1H2AI,0.005263157894736842,1.0,,,,,,,,,,,,,,,1,,,,,
8330,HIST1H2AK,0.007894736842105263,1.0,,,,,,,,,,,,,,,1,,,,,
106481130,RN7SL763P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481131,RN7SL767P,0.0,,,,,,,,,,,,,,,,1,,,,,
8338,HIST2H2AC,0.010526315789473684,1.0,,,,,,,,,,,,,,,1,,,,,
8340,HIST1H2BL,0.005263157894736842,1.0,,,,,,,,,,,,,,,1,,,,,
8341,HIST1H2BN,0.005263157894736842,1.0,,,,,,,,,,,,,,,1,,,,,
9712,USP6NL,0.010526315789473684,1.0,0.0,,,,,,,,,,,,,,1,,,,,
8349,HIST2H2BE,0.013157894736842105,0.6537350000000001,,,,,,,,,,,,,,,1,,,,,
107074708,RN7SL657P,0.0,,,,,,,,,,,,,,,,1,,,,,
51393,TRPV2,0.007894736842105263,1.0,,,,,,,,,,,,,,,1,,,,,
106481155,RN7SL870P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481157,RNU4ATAC8P,0.0,,,,,,,,,,,,,,,,1,,,,,
8362,HIST1H4K,0.010526315789473684,1.0,,,,,,,,,,,,,,,1,,,,,
8363,HIST1H4J,0.002631578947368421,1.0,,,,,,,,,,,,,,,1,,,,,
106481161,RNU6ATAC8P,0.0,,,,,,,,,,,,,,,,1,,,,,
112574,SNX18,0.002631578947368421,1.0,0.0,,,,,,,,,,,,,,1,,,,,
106481167,RNU6ATAC27P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481168,RNU6ATAC29P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481169,RNU6ATAC31P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481170,RNU6ATAC33P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481172,RNU6ATAC39P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481173,RNU6ATAC42P,0.0,,,,,,,,,,,,,,,,1,,,,,
347051,SLC10A5,0.007894736842105263,1.0,,,,,,,,,,,,,,,1,,,,,
79830,ZMYM1,0.013157894736842105,1.0,,,,,,,,,,,,,,,1,,,,,
791231,TRV-AAC3-1,0.0,,,,,,,,,,,,,,,,1,,,,,
106481202,RPPH1-2P,0.0,,,,,,,,,,,,,,,,1,,,,,
8407,TAGLN2,0.005263157894736842,1.0,,,,,,,,,,,,,,,1,,,,,
8408,ULK1,0.021052631578947368,1.0,0.0,,,,,,,,,,,,,,1,,,,,
106481206,RNU6-94P,0.0,,,,,,,,,,,,,,,,1,,,,,
8409,UXT,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
79834,PEAK1,0.042105263157894736,,,,,,,,,,,,,,,,1,,,,,
8420,SNHG3,0.0,,,,,,,,,,,,,,,,1,,,,,
8427,ZNF282,0.013157894736842105,1.0,0.0,,,,,,,,,,,,,,1,,,,,
8428,STK24,0.007894736842105263,1.0,0.005263157894736842,,,,,,,,,,,,,,1,,,,,
108570035,LINP1,0.0,,,,,,,,,,,,,,,,1,,,,,
8433,UTF1,0.0,,,,,,,,,,,,,,,,1,,,,,
8435,SOAT2,0.005263157894736842,1.0,0.0,,,,,,,,,,,,,,1,,,,,
8445,DYRK2,0.002631578947368421,1.0,0.0,,,,,,,,,,,,,,1,,,,,
105376230,TEX53,0.0,,,,,,,,,,,,,,,,1,,,,,
79842,ZBTB3,0.010526315789473684,1.0,,,,,,,,,,,,,,,1,,,,,
347127,SPATA31D5P,0.0,,,,,,,,,,,,,,,,1,,,,,
8458,TTF2,0.02368421052631579,1.0,0.0,,,,,,,,,,,,,,1,,,,,
8459,TPST2,0.0,1.0,0.002631578947368421,,,,,,,,,,,,,,1,,,,,
8460,TPST1,0.007894736842105263,1.0,0.0,,,,,,,,,,,,,,1,,,,,
106481260,RNU6-259P,0.0,,,,,,,,,,,,,,,,1,,,,,
8463,TEAD2,0.007894736842105263,1.0,0.0,,,,,,,,,,,,,,1,,,,,
106481262,RNU6-264P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481263,RNU6-269P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481264,RNU6-271P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481265,RNU6-275P,0.0,,,,,,,,,,,,,,,,1,,,,,
79845,RNF122,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
106481268,RNU6-284P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481269,RNU6-287P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481272,RNU6-295P,0.0,,,,,,,,,,,,,,,,1,,,,,
347148,QRFP,0.005263157894736842,1.0,,,,,,,,,,,,,,,1,,,,,
51398,WDR83OS,0.002631578947368421,,,,,,,,,,,,,,,,1,,,,,
106481277,RNU6-310P,0.0,,,,,,,,,,,,,,,,1,,,,,
8482,SEMA7A,0.005263157894736842,1.0,0.0,,,,,,,,,,,,,,1,,,,,
100312774,VN1R56P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312775,VN1R20P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312781,VN1R24P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312782,VN1R25P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312783,VN1R26P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312784,VN1R27P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312785,VN1R28P,0.0,,,,,,,,,,,,,,,,1,,,,,
8488,RPL3P1,0.0,,,,,,,,,,,,,,,,1,,,,,
100312786,VN1R29P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312787,VN1R31P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312788,VN1R32P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312789,VN1R35P,0.0,,,,,,,,,,,,,,,,1,,,,,
8489,RPL23AP3,0.0,,,,,,,,,,,,,,,,1,,,,,
106481287,RNU6-341P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312790,VN1R36P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312791,VN1R39P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312792,VN1R40P,0.0,,,,,,,,,,,,,,,,1,,,,,
8490,RGS5,0.005263157894736842,1.0,0.0,,,,,,,,,,,,,,1,,,,,
100312793,VN1R41P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312794,VN1R42P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312795,VN1R43P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312796,VN1R45P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312797,VN1R47P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312798,VN1R48P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312803,VN1R110P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312804,VN1R15P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312805,VN1R16P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312799,VN1R49P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312801,VN1R51P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312802,VN1R52P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312806,VN1R53P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312807,VN1R54P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312808,VN1R55P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312809,VN1R57P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312810,VN1R58P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312811,VN1R59P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312812,VN1R60P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312813,VN1R61P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481292,RNU6-362P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312814,VN1R62P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312815,VN1R63P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312816,VN1R69P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312817,VN1R71P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312818,VN1R73P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312819,VN1R74P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312820,VN1R75P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312821,VN1R76P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312822,VN1R77P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312823,VN1R78P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312824,VN1R79P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312825,VN1R80P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312826,VN1R81P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312827,VN1R82P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312828,VN1R83P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312829,VN1R84P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312830,VN1R85P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312831,VN1R86P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312832,VN1R87P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312833,VN1R88P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312834,VN1R89P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312835,VN1R90P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312836,VN1R91P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312837,VN1R92P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312838,VN1R93P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312843,VN1R19P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312844,VN1R22P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312845,VN1R23P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312846,VN1R100P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312847,VN1R102P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312848,VN1R106P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312849,VN1R107P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312850,VN1R108P,0.0,,,,,,,,,,,,,,,,1,,,,,
8501,SLC43A1,0.007894736842105263,1.0,,,,,,,,,,,,,,,1,,,,,
100312851,VN1R109P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312852,VN1R111P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312854,VN1R112P,0.0,,,,,,,,,,,,,,,,1,,,,,
100312855,VN1R44P,0.0,,,,,,,,,,,,,,,,1,,,,,
8502,PKP4,0.010526315789473684,1.0,0.002631578947368421,,,,,,,,,,,,,,1,,,,,
100312853,VN1R72P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481301,RNU6-389P,0.0,,,,,,,,,,,,,,,,1,,,,,
8504,PEX3,0.007894736842105263,1.0,0.0,,,,,,,,,,,,,,1,,,,,
106481303,RNU6-396P,0.0,,,,,,,,,,,,,,,,1,,,,,
652966,SNORD10,0.0,,,,,,,,,,,,,,,,1,,,,,
106481309,RNU6-415P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481310,RNU6-418P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481311,RNU6-421P,0.0,,,,,,,,,,,,,,,,1,,,,,
112724,RDH13,0.002631578947368421,1.0,0.002631578947368421,,,,,,,,,,,,,,1,,,,,
106481318,RNU6-443P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481320,RNU6-447P,0.0,,,,,,,,,,,,,,,,1,,,,,
79856,SNX22,0.005263157894736842,1.0,,,,,,,,,,,,,,,1,,,,,
107521942,RNU1-79P,0.0,,,,,,,,,,,,,,,,1,,,,,
107521946,RNU1-116P,0.0,,,,,,,,,,,,,,,,1,,,,,
107521952,RNU1-152P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481327,RNU6-469P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481332,RNU6-482P,0.0,,,,,,,,,,,,,,,,1,,,,,
106481337,RNU6-495P,0.0,,,,,,,,,,,,,,,,1,,,,,
8541,PPFIA3,0.02894736842105263,1.0,0.002631578947368421,,,,,,,,,,,,,,1,,,,,
106481342,RNU6-510P,0.0,,,,,,,,,,,,,,,,1,,,,,
112755,STX1B,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
106481347,RNU6-526P,0.0,,,,,,,,,,,,,,,,1,,,,,
652974,RPL17P2,0.0,,,,,,,,,,,,,,,,1,,,,,
